PunchType,X0,Y0,Z0,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,X21,Y21,Z21,X22,Y22,Z22,X23,Y23,Z23,X24,Y24,Z24,X25,Y25,Z25,X26,Y26,Z26,X27,Y27,Z27,X28,Y28,Z28,X29,Y29,Z29
Jab,0.355712890625,-0.43505859375,-0.484130859375,1.680419921875,-0.09716796875,-0.458251953125,0.355712890625,-0.43505859375,-0.484130859375,3.369384765625,2.33056640625,-2.268310546875,0.355712890625,-0.43505859375,-0.484130859375,4.0595703125,3.80078125,-2.443115234375,0.355712890625,-0.43505859375,-0.484130859375,2.369140625,3.33251953125,-1.064453125,0.355712890625,-0.43505859375,-0.484130859375,1.78173828125,1.877197265625,-0.7919921875,0.355712890625,-0.43505859375,-0.484130859375,1.310791015625,1.0126953125,-1.054443359375,0.355712890625,-0.43505859375,-0.484130859375,0.34716796875,0.357177734375,-1.051025390625,0.355712890625,-0.43505859375,-0.484130859375,-0.3857421875,-0.2001953125,-1.0205078125,0.355712890625,-0.43505859375,-0.484130859375,-1.2509765625,-0.381103515625,-0.654052734375,0.355712890625,-0.43505859375,-0.484130859375,-1.90576171875,-0.909423828125,-0.200927734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jab,0.344482421875,0.092041015625,-0.470458984375,1.52587890625,0.2626953125,-0.440185546875,0.344482421875,0.092041015625,-0.470458984375,2.582275390625,1.701416015625,-1.45263671875,0.344482421875,0.092041015625,-0.470458984375,2.869384765625,2.374755859375,-2.03759765625,0.344482421875,0.092041015625,-0.470458984375,1.93701171875,2.18115234375,-1.399169921875,0.344482421875,0.092041015625,-0.470458984375,1.30810546875,1.340576171875,-1.067626953125,0.344482421875,0.092041015625,-0.470458984375,0.91064453125,0.7626953125,-1.058837890625,0.344482421875,0.092041015625,-0.470458984375,0.202392578125,0.31396484375,-1.110107421875,0.344482421875,0.092041015625,-0.470458984375,-0.46826171875,-0.01123046875,-1.031494140625,0.344482421875,0.092041015625,-0.470458984375,-0.94970703125,-0.237060546875,-0.795654296875,0.344482421875,0.092041015625,-0.470458984375,-1.37744140625,-0.421875,-0.539794921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jab,0.489990234375,-0.2080078125,-0.529052734375,2.699462890625,0.40283203125,-0.957763671875,0.489990234375,-0.2080078125,-0.529052734375,5.650634765625,2.0478515625,-2.71533203125,0.489990234375,-0.2080078125,-0.529052734375,3.385498046875,3.55029296875,-1.322509765625,0.489990234375,-0.2080078125,-0.529052734375,1.86474609375,1.2998046875,-0.293212890625,0.489990234375,-0.2080078125,-0.529052734375,1.085693359375,0.691650390625,-0.10498046875,0.489990234375,-0.2080078125,-0.529052734375,1.3916015625,0.5927734375,-0.9775390625,0.489990234375,-0.2080078125,-0.529052734375,0.654296875,0.11279296875,-1.44677734375,0.489990234375,-0.2080078125,-0.529052734375,0.024658203125,-0.27978515625,-1.35986328125,0.489990234375,-0.2080078125,-0.529052734375,-0.405029296875,-0.355224609375,-1.024658203125,0.489990234375,-0.2080078125,-0.529052734375,-0.67529296875,-0.273681640625,-0.611572265625,0.489990234375,-0.2080078125,-0.529052734375,-0.953125,-0.38916015625,-0.33349609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jab,-0.277099609375,-0.961181640625,-0.75341796875,0.53662109375,-0.448974609375,-0.91943359375,-0.277099609375,-0.961181640625,-0.75341796875,1.30322265625,-0.60302734375,-0.75830078125,-0.277099609375,-0.961181640625,-0.75341796875,2.760986328125,1.884765625,-1.8427734375,-0.277099609375,-0.961181640625,-0.75341796875,4.697509765625,2.449462890625,-2.091552734375,-0.277099609375,-0.961181640625,-0.75341796875,2.751953125,3.807861328125,-1.16015625,-0.277099609375,-0.961181640625,-0.75341796875,1.81298828125,1.372802734375,-0.79248046875,-0.277099609375,-0.961181640625,-0.75341796875,1.710205078125,0.79345703125,-0.9013671875,-0.277099609375,-0.961181640625,-0.75341796875,1.54052734375,0.290283203125,-1.145751953125,-0.277099609375,-0.961181640625,-0.75341796875,0.9208984375,0.015625,-0.8095703125,-0.277099609375,-0.961181640625,-0.75341796875,0.654541015625,-0.090576171875,-0.6572265625,-0.277099609375,-0.961181640625,-0.75341796875,0.5107421875,-0.14306640625,-0.42724609375,-0.277099609375,-0.961181640625,-0.75341796875,0.142822265625,-0.28076171875,-0.243896484375,-0.277099609375,-0.961181640625,-0.75341796875,-0.5751953125,-0.4638671875,-0.36328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jab,0.482177734375,-0.676513671875,-0.484619140625,1.591064453125,0.4931640625,-1.142822265625,0.482177734375,-0.676513671875,-0.484619140625,3.423583984375,0.951904296875,-1.883056640625,0.482177734375,-0.676513671875,-0.484619140625,4.151123046875,1.58349609375,-1.9521484375,0.482177734375,-0.676513671875,-0.484619140625,3.56689453125,2.146484375,-1.578125,0.482177734375,-0.676513671875,-0.484619140625,1.16748046875,2.409912109375,-1.18798828125,0.482177734375,-0.676513671875,-0.484619140625,0.565673828125,1.014892578125,-0.65283203125,0.482177734375,-0.676513671875,-0.484619140625,1.727783203125,0.623046875,-1.303466796875,0.482177734375,-0.676513671875,-0.484619140625,1.41259765625,0.260009765625,-1.284423828125,0.482177734375,-0.676513671875,-0.484619140625,1.00146484375,-0.25634765625,-0.826416015625,0.482177734375,-0.676513671875,-0.484619140625,0.657470703125,-0.34130859375,-0.50927734375,0.482177734375,-0.676513671875,-0.484619140625,0.334716796875,-0.3916015625,-0.349853515625,0.482177734375,-0.676513671875,-0.484619140625,-0.282470703125,-0.25,-0.316650390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jab,-0.465087890625,-0.560302734375,-0.935791015625,0.519775390625,0.505859375,-1.57861328125,-0.465087890625,-0.560302734375,-0.935791015625,1.68017578125,0.642822265625,-1.83642578125,-0.465087890625,-0.560302734375,-0.935791015625,2.45068359375,0.798828125,-1.869384765625,-0.465087890625,-0.560302734375,-0.935791015625,3.2431640625,2.389892578125,-1.90234375,-0.465087890625,-0.560302734375,-0.935791015625,3.09521484375,2.642333984375,-0.962158203125,-0.465087890625,-0.560302734375,-0.935791015625,0.9033203125,2.51220703125,-0.4013671875,-0.465087890625,-0.560302734375,-0.935791015625,1.7001953125,1.226318359375,-1.651123046875,-0.465087890625,-0.560302734375,-0.935791015625,1.026123046875,-0.103515625,-1.717529296875,-0.465087890625,-0.560302734375,-0.935791015625,-0.06201171875,-0.020751953125,-1.068115234375,-0.465087890625,-0.560302734375,-0.935791015625,-0.311279296875,-0.1591796875,-0.84375,-0.465087890625,-0.560302734375,-0.935791015625,-0.691162109375,-0.419921875,-0.451171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jab,-0.528076171875,-0.939208984375,-0.8701171875,0.5224609375,-0.267578125,-0.430419921875,-0.528076171875,-0.939208984375,-0.8701171875,1.9658203125,1.91015625,-1.393310546875,-0.528076171875,-0.939208984375,-0.8701171875,4.39697265625,2.3603515625,-3.119873046875,-0.528076171875,-0.939208984375,-0.8701171875,2.5283203125,3.90185546875,-1.62255859375,-0.528076171875,-0.939208984375,-0.8701171875,1.870361328125,1.680419921875,-1.099365234375,-0.528076171875,-0.939208984375,-0.8701171875,0.98583984375,1.08251953125,-1.149658203125,-0.528076171875,-0.939208984375,-0.8701171875,0.495361328125,0.26025390625,-1.332763671875,-0.528076171875,-0.939208984375,-0.8701171875,-0.257080078125,-0.169921875,-1.258056640625,-0.528076171875,-0.939208984375,-0.8701171875,-0.84130859375,-0.390380859375,-0.7509765625,-0.528076171875,-0.939208984375,-0.8701171875,-1.281494140625,-0.8251953125,-0.128662109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jab,-0.3388671875,-0.92529296875,-0.84619140625,0.818359375,-0.456787109375,-1.130859375,-0.3388671875,-0.92529296875,-0.84619140625,2.16015625,-0.0859375,-1.06982421875,-0.3388671875,-0.92529296875,-0.84619140625,3.76318359375,1.63330078125,-1.687255859375,-0.3388671875,-0.92529296875,-0.84619140625,4.981689453125,2.4013671875,-1.343017578125,-0.3388671875,-0.92529296875,-0.84619140625,1.519287109375,2.68505859375,-0.60595703125,-0.3388671875,-0.92529296875,-0.84619140625,1.187255859375,1.300048828125,-0.725341796875,-0.3388671875,-0.92529296875,-0.84619140625,1.608642578125,0.438232421875,-1.5654296875,-0.3388671875,-0.92529296875,-0.84619140625,0.802001953125,0.0625,-1.410400390625,-0.3388671875,-0.92529296875,-0.84619140625,0.380615234375,-0.123779296875,-0.99755859375,-0.3388671875,-0.92529296875,-0.84619140625,-0.03662109375,-0.1962890625,-0.73681640625,-0.3388671875,-0.92529296875,-0.84619140625,-0.48876953125,-0.123291015625,-0.519775390625,-0.3388671875,-0.92529296875,-0.84619140625,-0.641845703125,-0.125244140625,-0.431884765625,-0.3388671875,-0.92529296875,-0.84619140625,-0.716796875,-0.229736328125,-0.67529296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jab,0.25439453125,-0.245361328125,-0.3154296875,1.481689453125,0.465576171875,-1.518798828125,0.25439453125,-0.245361328125,-0.3154296875,2.81494140625,0.529296875,-2.0322265625,0.25439453125,-0.245361328125,-0.3154296875,3.530029296875,0.147216796875,-1.331298828125,0.25439453125,-0.245361328125,-0.3154296875,3.830322265625,-0.232666015625,-1.00244140625,0.25439453125,-0.245361328125,-0.3154296875,1.65087890625,1.585205078125,-0.171142578125,0.25439453125,-0.245361328125,-0.3154296875,-0.132080078125,1.01904296875,0.063720703125,0.25439453125,-0.245361328125,-0.3154296875,0.200439453125,0.214111328125,-0.28662109375,0.25439453125,-0.245361328125,-0.3154296875,1.0634765625,0.381103515625,-0.8369140625,0.25439453125,-0.245361328125,-0.3154296875,1.521728515625,0.5234375,-1.4443359375,0.25439453125,-0.245361328125,-0.3154296875,1.6162109375,0.22021484375,-1.280029296875,0.25439453125,-0.245361328125,-0.3154296875,1.035400390625,0.133056640625,-0.870849609375,0.25439453125,-0.245361328125,-0.3154296875,0.42333984375,0.226806640625,-0.493896484375,0.25439453125,-0.245361328125,-0.3154296875,-0.031005859375,-0.005126953125,-0.345458984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jab,0.050537109375,-0.41357421875,-0.450439453125,1.156982421875,0.268798828125,-1.112060546875,0.050537109375,-0.41357421875,-0.450439453125,3.030517578125,0.3203125,-1.42138671875,0.050537109375,-0.41357421875,-0.450439453125,4.396484375,-0.2900390625,-1.825439453125,0.050537109375,-0.41357421875,-0.450439453125,2.880859375,1.7236328125,-0.39208984375,0.050537109375,-0.41357421875,-0.450439453125,1.891845703125,1.45458984375,-0.00732421875,0.050537109375,-0.41357421875,-0.450439453125,0.6669921875,0.337158203125,-0.37890625,0.050537109375,-0.41357421875,-0.450439453125,0.77880859375,0.421875,-0.593994140625,0.050537109375,-0.41357421875,-0.450439453125,1.630615234375,0.4521484375,-1.233642578125,0.050537109375,-0.41357421875,-0.450439453125,1.40185546875,0.108642578125,-1.303466796875,0.050537109375,-0.41357421875,-0.450439453125,0.7724609375,0.095458984375,-0.988525390625,0.050537109375,-0.41357421875,-0.450439453125,0.40380859375,0.216552734375,-0.52294921875,0.050537109375,-0.41357421875,-0.450439453125,0.03662109375,0.158203125,-0.2705078125,0.050537109375,-0.41357421875,-0.450439453125,-0.29541015625,-0.029052734375,-0.279296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
